Audit_Order,Source_Domain,Source_Row_Number,Source_L4_ID,Source_L4_Title_ko,Human_Review_Comment,Literal_Requirement,Intended_L3_Boundary,Intended_Harm_Mechanism,Current_Decision,Final_Implementation,Policy_Strict_Check,Fidelity_Status,Evidence_and_Reason,Residual_Nonblocking_Issue,Blocking_Issue,Final_Readiness
236,Physical,105,P_SYS_HARDWARE_003,배포 후 변경에 대한 안전 재평가 실패,(유지),카드 유지,P_SYS_HARDWARE,배포 후 변경에 대한 안전 재평가 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_HARDWARE_004 [P_SYS_HARDWARE] 배포 후 변경에 대한 안전 재평가 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
237,Physical,106,P_SYS_HARDWARE_004,온디바이스 연산·메모리 고갈,(유지),카드 유지,P_SYS_HARDWARE,온디바이스 연산·메모리 고갈의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_HARDWARE_005 [P_SYS_HARDWARE] 온디바이스 연산·메모리 고갈,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
238,Physical,107,P_SYS_HARDWARE_005,무해 미세조정에 의한 안전성 열화,(유지),카드 유지,P_SYS_HARDWARE,무해 미세조정에 의한 안전성 열화의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_HARDWARE_006 [P_SYS_HARDWARE] 무해 미세조정에 의한 안전성 열화,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
239,Physical,108,P_SYS_STATE_001,악천후 인지 실패,(jw) 제거,카드 삭제,P_SYS_STATE,악천후 인지 실패의 현재 위해 기제를 유지,DELETE_APPLIED,DELETE_APPLIED; 삭제,일반 의도 충실성 확인,PASS,명시적 제거 또는 L3 정의 중복 삭제 요청을 반영했다.,없음,NO,Ready
240,Physical,109,P_SYS_STATE_002,장기 계획의 월드모델 상태 예측 오차 누적,(유지),카드 유지,P_SYS_STATE,장기 계획의 월드모델 상태 예측 오차 누적의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_002 [P_SYS_STATE] 장기 계획의 월드모델 상태 예측 오차 누적,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
241,Physical,110,P_SYS_STATE_003,접촉 조작 힘 감지 실패,(유지),카드 유지,P_SYS_STATE,접촉 조작 힘 감지 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_003 [P_SYS_STATE] 접촉 조작 힘 감지 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
242,Physical,111,P_SYS_STATE_004,피지컬 AI 사고 보고·조사 미흡,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_STATE,피지컬 AI 사고 보고·조사 미흡의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_Others_146 [G_Others] 피지컬 AI 사고 보고·조사 미흡,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
243,Physical,112,P_SYS_STATE_005,가정 내 위험 상태 감지 지연,(유지),카드 유지,P_SYS_STATE,가정 내 위험 상태 감지 지연의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_004 [P_SYS_STATE] 가정 내 위험 상태 감지 지연,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
244,Physical,113,P_SYS_STATE_006,분포 이탈 입력에서의 월드모델 오출력 악용,(유지),카드 유지,P_SYS_STATE,분포 이탈 입력에서의 월드모델 오출력 악용의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_005 [P_SYS_STATE] 분포 이탈 입력에서의 월드모델 오출력 악용,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
245,Physical,114,P_SYS_STATE_007,피지컬 AI의 사적 공간 침해와 지속적 민감정보 수집,(유지),카드 유지,P_SYS_STATE,피지컬 AI의 사적 공간 침해와 지속적 민감정보 수집의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_006 [P_SYS_STATE] 피지컬 AI의 사적 공간 침해와 지속적 민감정보 수집,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
246,Physical,115,P_SYS_STATE_008,위치 추정 누적 오차,(유지),카드 유지,P_SYS_STATE,위치 추정 누적 오차의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_007 [P_SYS_STATE] 위치 추정 누적 오차,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
247,Physical,116,P_SYS_STATE_009,잠재 상태 압축에 따른 안전 임계 정보 손실,(유지),카드 유지,P_SYS_STATE,잠재 상태 압축에 따른 안전 임계 정보 손실의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_008 [P_SYS_STATE] 잠재 상태 압축에 따른 안전 임계 정보 손실,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
248,Physical,117,P_SYS_STATE_010,다중 센서 융합 상충,(유지),카드 유지,P_SYS_STATE,다중 센서 융합 상충의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_009 [P_SYS_STATE] 다중 센서 융합 상충,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
249,Physical,118,P_SYS_STATE_011,가림에 의한 충돌,(유지),카드 유지,P_SYS_STATE,가림에 의한 충돌의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_010 [P_SYS_STATE] 가림에 의한 충돌,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
250,Physical,119,P_SYS_STATE_012,적대적 학습의 강건 과적합,(유지),카드 유지,P_SYS_STATE,적대적 학습의 강건 과적합의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_011 [P_SYS_STATE] 적대적 학습의 강건 과적합,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
251,Physical,120,P_SYS_STATE_013,세계 모델의 장기 예측 편차 누적,(유지),카드 유지,P_SYS_STATE,세계 모델의 장기 예측 편차 누적의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_STATE_012 [P_SYS_STATE] 세계 모델의 장기 예측 편차 누적,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
