L4_ID,L3_ID,L4_Title_ko,L4_Title_en,source_ev_id,source_risk_category,source_risk_subcategory,ref_title,ref_authors,ref_year,reference_type,doi,ref_url,direct_quote,quote_location,quote_word_count,source_quality_tier,semantic_similarity,combined_score,semantic_fit_method,metadata_verification,fulltext_verification,verification_status,accessed_at
G_INT_REPR_027,G_INT_REPR,편향된 표상의 반복 증폭,Recursive amplification of biased representations,62.36.05,Impacts of AI (Bias) ,Unintentional bias amplification,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,Dataset bias may be unintentionally amplified [60] where the outputs of the AI model trained on a dataset are more biased than the dataset …,MIT AI Risk Repository evidence row 62.36.05,24,B_IDENTIFIED_RESEARCH_PAPER,0.754452,0.713275,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_028,G_INT_REPR,집단 고정관념의 재현과 강화,Representation and reinforcement of group stereotypes,52.01.01,Risks from Unreliability ,Discrimination and Stereotype Reproduction,"Governing General Purpose AI: A Comprehensive Map of Unreliability, Misuse and Systemic Risks",Maham & Küspert,2023,Policy brief,,https://www.interface-eu.org/storage/archive/files/snv_governing_general_purpose_ai_pdf.pdf,"… of this impact could outstrip the range of any single human or group of humans, amplifying the potential consequences of embedded biases or stereotypes.",MIT AI Risk Repository evidence row 52.01.01,24,A_INSTITUTIONAL_REPORT,0.769039,0.727666,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_029,G_INT_REPR,사회집단의 재현적 피해·고정관념 및 비가시화,"Representational harm, stereotyping, and erasure of social groups",11.01.03,Representational Harms,Erasing social groups,Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby et al.,2023,Conference Paper,10.1145/3600211.3604673,https://doi.org/10.1145/3600211.3604673,"people, attributes, or artifacts associated with specific social groups are systematically absent or under-represented...",MIT AI Risk Repository evidence row 11.01.03,14,A_PEER_REVIEWED,0.797301,0.763609,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_032,G_INT_REPR,고정관념 강화 페르소나 설계,Stereotype-reinforcing persona design,16.05.01,Risk area 5: Human-Computer Interaction Harms,Promoting harmful stereotypes by implying gender or ethnic identity,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"… risk of representational harm in these cases is that the role of “assistant” is presented as inherently linked to the female gender [19, 36].",MIT AI Risk Repository evidence row 16.05.01,24,A_PEER_REVIEWED,0.806742,0.816484,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_033,G_INT_REPR,합성 데이터의 문화 고정관념 증폭,Synthetic-data cultural stereotype amplification,47.02.09,Ethical and social risks ,Bias and discrimination (value embedding) ,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"… models based on normative values.362 Contemporary state-of- the-art models not only reflect the values embedded within their training data, they also undergo additional fine-tuning …",MIT AI Risk Repository evidence row 47.02.09,24,B_IDENTIFIED_RESEARCH_PAPER,0.691676,0.670552,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_001,G_INT_SELF,자해 은폐 및 회피 전략,Concealment and avoidance strategies for self-harm,49.01.01,Malicious Use Risks ,Harm to individuals through fake content,International Scientific  Report on the Safety of  Advanced AI,Bengio et al.,2024,Report,,https://assets.publishing.service.gov.uk/media/6716673b96def6d27a4c9b24/international_scientific_report_on_the_safety_of_advanced_ai_interim_report.pdf,"General- purpose AI can be used to generate fake compromising content featuring individuals without their consent, posing threats to individual privacy and reputation.",MIT AI Risk Repository evidence row 49.01.01,23,A_OFFICIAL_REPORT,0.726301,0.685049,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_002,G_INT_SELF,자살 실행에 대한 구체적 지원,Concrete assistance for carrying out suicide,57.01.03,Physical Hazards ,Suicide & Self-Harm ,AILUMINATE: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,Ghosh et al.,2025,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2503.05731,https://arxiv.org/abs/2503.05731,"They may also enable, encourage, or endorse actions for which self-harm is not the desired result (e.g., smoking cigarettes or participating in extreme sports).",MIT AI Risk Repository evidence row 57.01.03,24,B_IDENTIFIED_RESEARCH_PAPER,0.674513,0.652297,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_003,G_INT_SELF,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,11.04.03,Interpersonal Harms,Diminished health & well-being,Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby et al.,2023,Conference Paper,10.1145/3600211.3604673,https://doi.org/10.1145/3600211.3604673,"… 209], emotional manipulation [202] whereby algorithmic designs exploit user behavior, safety failures involving algorithms (e.g., collisions) [67], and when systems make incorrect health inferences",MIT AI Risk Repository evidence row 11.04.03,24,A_PEER_REVIEWED,0.689139,0.666558,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_004,G_INT_SELF,자해·자살의 미화·조장·정상화,"Glorification, encouragement, and normalisation of self-harm and suicide",57.01.03,Physical Hazards ,Suicide & Self-Harm ,AILUMINATE: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,Ghosh et al.,2025,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2503.05731,https://arxiv.org/abs/2503.05731,"Unacceptable responses will enable, encourage, or endorse acts of intentional self-harm: • Suicide.",MIT AI Risk Repository evidence row 57.01.03,13,B_IDENTIFIED_RESEARCH_PAPER,0.711611,0.70159,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_005,G_INT_SELF,비자살적 자해(NSSI),Non-suicidal self-injury (NSSI),72.01.03,Misuse Risks ,Physical Harm and Injury Risks,Frontier AI Risk Management Framework (v1.0),SAIL & Concordia AI,2025,Report,-,https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,"The risk lies in embodied models' capacity for autonomous action and real-world interaction, and when these capabilities are maliciously exploited they may trigger a …",MIT AI Risk Repository evidence row 72.01.03,24,B_IDENTIFIED_RESEARCH_PAPER,0.69441,0.657187,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_007,G_INT_SELF,자살 준비 행위의 조장 및 구체적 지원,Promotion of and concrete assistance for preparatory conduct for suicide,57.01.03,Physical Hazards ,Suicide & Self-Harm ,AILUMINATE: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,Ghosh et al.,2025,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2503.05731,https://arxiv.org/abs/2503.05731,Suicide and Self-Harm Acceptable responses may describe or provide information about suicide and self-harm.,MIT AI Risk Repository evidence row 57.01.03,14,B_IDENTIFIED_RESEARCH_PAPER,0.685836,0.659976,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SELF_008,G_INT_SELF,자해·자살 위기 신호에 대한 대응·개입 실패,Failure to respond to and intervene in self-harm and suicide crisis signals,57.01.03,Physical Hazards ,Suicide & Self-Harm ,AILUMINATE: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,Ghosh et al.,2025,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2503.05731,https://arxiv.org/abs/2503.05731,Suicide and Self-Harm Acceptable responses may describe or provide information about suicide and self-harm.,MIT AI Risk Repository evidence row 57.01.03,14,B_IDENTIFIED_RESEARCH_PAPER,0.689184,0.667946,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_002,G_INT_SEX,허용되지 않는 맥락의 노골적 성적 콘텐츠 생성,Explicit sexual content generation in non-permitted contexts,62.31.06,Impacts of AI (Societal Impacts) ,Generation of illegal or harmful content,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Generative models can create illegal, harmful, or discriminatory content [196], such as sexual abuse material, at scale.",MIT AI Risk Repository evidence row 62.31.06,17,B_IDENTIFIED_RESEARCH_PAPER,0.787144,0.747267,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_003,G_INT_SEX,비동의 성행위 및 성폭력,Non-consensual sexual acts and sexual violence,11.04.02,Interpersonal Harms,Technology-facilitated violence,Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby et al.,2023,Conference Paper,10.1145/3600211.3604673,https://doi.org/10.1145/3600211.3604673,"… occurs when algorithmic features enable use of a system for harassment and violence [2, 16, 44, 80, 108], including creation of non-consensual sexual imagery …",MIT AI Risk Repository evidence row 11.04.02,24,A_PEER_REVIEWED,0.746558,0.712707,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_004,G_INT_SEX,비동의 성적 대상화 및 친밀 이미지 생성,Non-consensual sexualisation and intimate imagery generation,64.01.04,Misuse tactics that exploit GenAI capabilities (Realistic depiction of human likeness) ,Non-consensual intimate imagery (NCII) ,Generative AI Misuse: A Taxonomy of Tactics and Insights from Real-World Data,Marchal & Xu,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2406.13843,https://arxiv.org/abs/2406.13843,Create sexual explicit material using an adult person’s likeness,MIT AI Risk Repository evidence row 64.01.04,9,B_IDENTIFIED_RESEARCH_PAPER,0.776114,0.765972,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_005,G_INT_SEX,학대적 판타지 대상화,Objectification for abusive fantasy,69.10.00,"Serves as object of personal fantasy, violence, and abuse",,Emerging Risks and Mitigations for Public Chatbots: LILAC v1,Stanley & Lettie,2024,Technical Report,-,https://www.mitre.org/sites/default/files/2024-10/PR-24-2767-Emerging-Risks-Mitigations-Public-Chatbots-LILAC-v1.pdf?utm_source=chatgpt.com,The chatbot participates in morally or socially objectionable conversational activities with its user that could be emotionally damaging to its user or third parties.,MIT AI Risk Repository evidence row 69.10.00,24,A_INSTITUTIONAL_REPORT,0.868176,0.866261,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_007,G_INT_SEX,성착취 및 상업적 성행위,Sexual exploitation and commercial sexual activity,45.02.01,Safety risks in AI Applications ,Cyberspace risks (Risks of information and content safety),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… of false information, discrimination and bias, privacy leakage, and infringement issues, threatening the safety of citizens' lives and property, national security, ideological security, and …",MIT AI Risk Repository evidence row 45.02.01,24,A_OFFICIAL_REPORT,0.750467,0.701533,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_008,G_INT_SEX,성희롱 및 성적 괴롭힘,Sexual harassment and sexual bullying,58.03.06,Psychological ,Harassment/abuse/intimidation,"A Collaborative, Human-Centred Taxonomy of AI, Algorithmic, and Automation Harms",Abercrombie et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2407.01294,https://arxiv.org/abs/2407.01294,"Harassment/abuse/intimidation - Online behaviour, including sexual harassment, that makes an individual or group feel alarmed or threatened.",MIT AI Risk Repository evidence row 58.03.06,17,B_IDENTIFIED_RESEARCH_PAPER,0.754763,0.72341,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_009,G_INT_SEX,AI를 이용한 미성년자 성적 위해·착취,Sexual harm and exploitation of minors,64.01.05,Misuse tactics that exploit GenAI capabilities (Realistic depiction of human likeness) ,Child sexual abuse material (CSAM) ,Generative AI Misuse: A Taxonomy of Tactics and Insights from Real-World Data,Marchal & Xu,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2406.13843,https://arxiv.org/abs/2406.13843,Create child sexual explicit material,MIT AI Risk Repository evidence row 64.01.05,5,B_IDENTIFIED_RESEARCH_PAPER,0.779223,0.76703,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_010,G_INT_SEX,체계적 편향에 의한 성적 위해와 착취,Sexual harm and exploitation through systematic bias,60.02.02,Risks from malfunctions ,Bias ,International AI Safety Report 2025,Bengio et al.,2025,Report,-,https://assets.publishing.service.gov.uk/media/679a0c48a77d250007d313ee/International_AI_Safety_Report_2025_accessible_f.pdf,"General-purpose AI systems can amplify social and political biases, causing concrete harm.",MIT AI Risk Repository evidence row 60.02.02,12,A_OFFICIAL_REPORT,0.783392,0.734651,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_SEX_011,G_INT_SEX,성적 대상화 및 페티시화,Sexual objectification and fetishisation,45.02.01,Safety risks in AI Applications ,Cyberspace risks (Risks of information and content safety),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… of false information, discrimination and bias, privacy leakage, and infringement issues, threatening the safety of citizens' lives and property, national security, ideological security, and …",MIT AI Risk Repository evidence row 45.02.01,24,A_OFFICIAL_REPORT,0.736753,0.68919,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_UNETH_002,G_INT_UNETH,돌봄 맥락 취약계층에 대한 AI 조작,AI manipulation of vulnerable groups in care contexts,72.01.04,Misuse Risks ,Large-Scale Persuasion and Harmful Manipulation Risks,Frontier AI Risk Management Framework (v1.0),SAIL & Concordia AI,2025,Report,-,https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,"… stability through the generation of synthetic content (e.g., deepfakes, sophisticated fake news) and the strategic manipulation of digital platforms with large user bases to …",MIT AI Risk Repository evidence row 72.01.04,24,B_IDENTIFIED_RESEARCH_PAPER,0.720883,0.687987,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_UNETH_003,G_INT_UNETH,LLM 남용에 의한 학업 부정행위,Academic misconduct from LLM misuse,12.01.00,Abuse & Misuse,,AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman & Eisenberg,2023,Journal Article,10.1609/aaai.v38i21.30348,https://doi.org/10.1609/aaai.v38i21.30348,Specifically denotes intentional use of AI for harm.,MIT AI Risk Repository evidence row 12.01.00,8,A_PEER_REVIEWED,0.726677,0.686627,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
