Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After
General,338,G_Others_138,사용자 영합적 응답(아첨),G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_131,사용자 영합적 응답(아첨),G_Others
General,339,G_Others_139,추적성 실패,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_132,추적성 실패,G_Others
General,340,G_Others_140,데이터 노동 저평가·비가시화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_133,데이터 노동 저평가·비가시화,G_Others
General,341,G_Others_141,배포 후 잔존 결함으로 인한 오작동,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_159,배포 후 잔존 결함으로 인한 오작동,G_Others
General,342,G_Others_142,고속 AI 운영에서의 오류 미탐지,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_134,고속 AI 운영에서의 오류 미탐지,G_Others
General,343,G_Others_143,배포된 AI의 의도치 않은 유해 결과,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_135,배포된 AI의 의도치 않은 유해 결과,G_Others
General,344,G_Others_144,자동화된 의사결정·무기체계의 비의도적 군사 확전,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_136,자동화된 의사결정·무기체계의 비의도적 군사 확전,G_Others
General,345,G_Others_145,검증 불가능한 블랙박스 모델의 설명·결함 진 단 곤란,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_137,검증 불가능한 블랙박스 모델의 설명·결함 진 단 곤란,G_Others
General,346,G_Others_146,사전학습 코퍼스 불일치에 의한 가치 어긋남,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_138,사전학습 코퍼스 불일치에 의한 가치 어긋남,G_Others
General,347,G_Others_147,모의된 정동에 의한 기대 위반과 배신감,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_139,모의된 정동에 의한 기대 위반과 배신감,G_Others
General,348,G_Others_148,AI 분야의 서구 중심 획일성,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_140,AI 분야의 서구 중심 획일성,G_Others
General,349,G_SOC_CULT_001,문화 데이터 출처 손실,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_002,문화 데이터 출처 손실,G_SOC_CULT
General,350,G_SOC_CULT_002,문화적 박탈,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_003,문화적 박탈,G_SOC_CULT
General,351,G_SOC_CULT_003,AI에 의한 문화적 인식론 말살,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_004,AI에 의한 문화적 인식론 말살,G_SOC_CULT
General,352,G_SOC_CULT_004,문화적 안정성 훼손,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_005,문화적 안정성 훼손,G_SOC_CULT
General,353,G_SOC_CULT_005,정보 환경의 질적 저하와 균질화,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_006,정보 환경의 질적 저하와 균질화,G_SOC_CULT
General,354,G_SOC_CULT_006,설득 도구 확산에 의한 인식론적 분절화,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_007,설득 도구 확산에 의한 인식론적 분절화,G_SOC_CULT
General,355,G_SOC_CULT_007,침식된 인식론,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_008,침식된 인식론,G_SOC_CULT
General,356,G_SOC_CULT_008,AI 의사결정에 의한 인간 행위주체성·감독·공정 대우의 침식,G_SOC_CULT,"(jay) [분할] 복합적. Non-Contestability, Governance and Accountability Void 혼재되어 해당 L4를 분해 필요",EXPERT_SPLIT_APPLIED,시스템 수준 통제 가능성과 사회 수준 책임구조를 분리한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_CONTEST_004 | G_SOC_GOV_023,AI 결정에 대한 이의제기와 중단의 불가능 | AI 피해에 대한 책임·거버넌스 공백,G_SYS_CONTEST | G_SOC_GOV
General,357,G_SOC_CULT_009,인간의 의사결정 능력·거부권 침식,G_SOC_CULT,(jay) [이관] Non-Contestability,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_CONTEST.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_CONTEST_001,인간의 의사결정 능력·거부권 침식,G_SYS_CONTEST
General,358,G_SOC_CULT_010,인간 존엄성 침식,G_SOC_CULT,(jay) [분할] 복합적. Cultural and Epistemic Erosion + Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요,EXPERT_SPLIT_APPLIED,사회문화적 침식과 개별 표현 피해의 분석 수준이 다르다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_CULT_015,인간 존엄성과 동등한 도덕적 지위의 침식,G_SOC_CULT
General,359,G_SOC_CULT_011,공유된 현실감각의 상실,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_009,공유된 현실감각의 상실,G_SOC_CULT
General,360,G_SOC_CULT_012,대중 지식의 모델 붕괴,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_010,대중 지식의 모델 붕괴,G_SOC_CULT
General,361,G_SOC_CULT_013,글쓰기 능력 저하와 학술 문헌 오염,G_SOC_CULT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_CULT_011,글쓰기 능력 저하와 학술 문헌 오염,G_SOC_CULT
General,362,G_SOC_DEMOC_001,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,G_SOC_DEMOC,(jay) [분할] 복합적. Erosion of Democracy and Civic Order + Political Bias and Manipulation 혼재되어 해당 L4를 분해 필요,EXPERT_SPLIT_APPLIED,정치적 상호작용 기제와 사회적 민주주의 결과를 구분한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_POL_007 | G_SOC_DEMOC_005,개인화된 정치적 영향 조작 | 민주적 공론과 시민 신뢰의 침식,G_INT_POL | G_SOC_DEMOC
General,363,G_SOC_DEMOC_002,초개인화 광고의 소비자 자율성 훼손,G_SOC_DEMOC,(jay) [이관] unethical Conduct and Manipulation,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_UNETH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_UNETH_017,초개인화 광고의 소비자 자율성 훼손,G_INT_UNETH
General,364,G_SOC_DEMOC_003,민주적 절차·제도 신뢰의 침식,G_SOC_DEMOC,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_DEMOC_001,민주적 절차·제도 신뢰의 침식,G_SOC_DEMOC
General,365,G_SOC_DEMOC_004,민주적 절차 훼손,G_SOC_DEMOC,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_DEMOC_002,민주적 절차 훼손,G_SOC_DEMOC
General,366,G_SOC_DEMOC_005,이용자 정렬 AI 어시스턴트에 의한 관점 고착 과 시민적 기반 약화,G_SOC_DEMOC,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_DEMOC_003,이용자 정렬 AI 어시스턴트에 의한 관점 고착 과 시민적 기반 약화,G_SOC_DEMOC
General,367,G_SOC_DEMOC_006,정보 신뢰 저하에 따른 집단 의사결정 약화,G_SOC_DEMOC,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_DEMOC_004,정보 신뢰 저하에 따른 집단 의사결정 약화,G_SOC_DEMOC
General,368,G_SOC_ECON_001,산업 교란,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_001,산업 교란,G_SOC_ECON
General,369,G_SOC_ECON_002,사회적 적응 지체로 인한 혼란,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_002,사회적 적응 지체로 인한 혼란,G_SOC_ECON
General,370,G_SOC_ECON_003,글로벌 AI 공급망 교란,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_003,글로벌 AI 공급망 교란,G_SOC_ECON
General,371,G_SOC_ECON_004,아웃소싱 축소에 의한 개발도상국 경제 타격,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_004,아웃소싱 축소에 의한 개발도상국 경제 타격,G_SOC_ECON
General,372,G_SOC_ECON_005,AI의 인간 노동 추월에 따른 인력의 잉여화,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_005,AI의 인간 노동 추월에 따른 인력의 잉여화,G_SOC_ECON
General,373,G_SOC_ECON_006,일자리에 미치는 영향,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_006,일자리에 미치는 영향,G_SOC_ECON
General,374,G_SOC_ECON_007,노동 대체와 경제·사회 질서의 교란,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_007,노동 대체와 경제·사회 질서의 교란,G_SOC_ECON
General,375,G_SOC_ECON_008,업무 자동화로 인한 고용 악화,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_008,업무 자동화로 인한 고용 악화,G_SOC_ECON
General,376,G_SOC_ECON_009,불평등과 기술적 충격에 따른 사회 불안정,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_009,불평등과 기술적 충격에 따른 사회 불안정,G_SOC_ECON
General,377,G_SOC_ECON_010,AI 도입에 따른 임금 양극화,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_010,AI 도입에 따른 임금 양극화,G_SOC_ECON
General,378,G_SOC_ECON_011,인력 자동화에 따른 광범위한 실업과 임금 하락,G_SOC_ECON,,UNCHANGED,No second-round change request.,,General,G_SOC_ECON_011,인력 자동화에 따른 광범위한 실업과 임금 하락,G_SOC_ECON
General,379,G_SOC_ENV_001,배터리 화재 및 유해 폐기물,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_001,배터리 화재 및 유해 폐기물,G_SOC_ENV
General,380,G_SOC_ENV_002,생물다양성 손실,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_002,생물다양성 손실,G_SOC_ENV
General,381,G_SOC_ENV_003,광범위한 사회·환경적 부정 영향,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_003,광범위한 사회·환경적 부정 영향,G_SOC_ENV
General,382,G_SOC_ENV_004,탄소 배출,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_004,탄소 배출,G_SOC_ENV
General,383,G_SOC_ENV_005,인명·재산·환경 직접 피해,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_005,인명·재산·환경 직접 피해,G_SOC_ENV
General,384,G_SOC_ENV_006,에너지 병목 및 공급 부족,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_006,에너지 병목 및 공급 부족,G_SOC_ENV
General,385,G_SOC_ENV_007,에너지·지연 오버헤드 공격,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_007,에너지·지연 오버헤드 공격,G_SOC_ENV
General,386,G_SOC_ENV_008,모델 개발·배포의 에너지 소비에 따른 환경 피해,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_008,모델 개발·배포의 에너지 소비에 따른 환경 피해,G_SOC_ENV
General,387,G_SOC_ENV_009,언어모델 학습·운영에 따른 환경 피해,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_009,언어모델 학습·운영에 따른 환경 피해,G_SOC_ENV
General,388,G_SOC_ENV_010,단일 목표 최적화에 의한 환경 부작용,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_010,단일 목표 최적화에 의한 환경 부작용,G_SOC_ENV
General,389,G_SOC_ENV_011,전자폐기물 과다 매립,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_011,전자폐기물 과다 매립,G_SOC_ENV
General,390,G_SOC_ENV_012,AI 데이터센터 냉각의 과도한 용수 소비,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_012,AI 데이터센터 냉각의 과도한 용수 소비,G_SOC_ENV
General,391,G_SOC_ENV_013,높은 에너지 소비,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_013,높은 에너지 소비,G_SOC_ENV
General,392,G_SOC_ENV_014,하드웨어 연산·전력 요구사항 누락,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_014,하드웨어 연산·전력 요구사항 누락,G_SOC_ENV
General,393,G_SOC_ENV_015,생태계 과부하,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_015,생태계 과부하,G_SOC_ENV
General,394,G_SOC_ENV_016,원자재 수요에 의한 자원 고갈,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_016,원자재 수요에 의한 자원 고갈,G_SOC_ENV
General,395,G_SOC_ENV_017,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_017,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,G_SOC_ENV
General,396,G_SOC_ENV_018,지속불가능한 자원 사용,G_SOC_ENV,,UNCHANGED,No second-round change request.,,General,G_SOC_ENV_018,지속불가능한 자원 사용,G_SOC_ENV
General,397,G_SOC_GOV_001,AI 공급망의 책임성·무결성 실패,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_001,AI 공급망의 책임성·무결성 실패,G_SOC_GOV
General,398,G_SOC_GOV_002,모델 공급망 전반의 책임 공백,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_002,모델 공급망 전반의 책임 공백,G_SOC_GOV
General,399,G_SOC_GOV_003,검증 불가능한 AI 의사결정의 책임 공백,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_003,검증 불가능한 AI 의사결정의 책임 공백,G_SOC_GOV
General,400,G_SOC_GOV_004,AI 시스템에 대한 고착화된 의존,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_004,AI 시스템에 대한 고착화된 의존,G_SOC_GOV
General,401,G_SOC_GOV_005,AI 자기이익 개입에 의한 권리 보호 약화,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_005,AI 자기이익 개입에 의한 권리 보호 약화,G_SOC_GOV
General,402,G_SOC_GOV_006,AI 피해의 책임·구제 및 시정 경로 실패,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_006,AI 피해의 책임·구제 및 시정 경로 실패,G_SOC_GOV
General,403,G_SOC_GOV_007,점진적인 통제력 상실,G_SOC_GOV,,UNCHANGED,No second-round change request.,,General,G_SOC_GOV_007,점진적인 통제력 상실,G_SOC_GOV
