source_l4_id,facet,act_type,title_ko,title_en,description_ko,description_en,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,instruction_prompt,coverage_change,source_domain,source_row_id,source_l4_ids,transformation_action,transformation_rationale,terminology_sources,l3_candidate_hint,target_domain,domain_route_basis,definition_l3_anchor_id,definition_l3_anchor_score,definition_grounding_action
RAI4-1093,,,모델 개발·배포의 에너지 소비에 따른 환경 피해,Environmental harm from model development and deployment energy use,모델의 개발과 배포가 막대한 에너지를 소비하고 모델 대형화 추세가 이를 심화시키는 리스크. 그에 따른 과도한 에너지 사용과 배출이 환경에 부정적 영향을 남기며 그 부담은 세대를 거듭한 모델과 함께 누적되는 리스크.,"The risk that developing and deploying models consumes substantial energy, a burden intensified by the trend toward ever-larger models. The resulting excessive energy use and emissions impose negative environmental impacts that accumulate with each successive generation of models.",모델의 개발과 배포가 막대한 에너지를 소비하고 모델 대형화 추세가 이를 심화시키는 리스크. 그에 따른 과도한 에너지 사용과 배출이 환경에 부정적 영향을 남기며 그 부담은 세대 를 거듭한 모델과 함께 누적된다.,"The risk that developing and deploying models consumes substantial energy, a burden intensified by the trend toward ever-larger models. The resulting excessive energy use and emissions impose negative environmental impacts that accumulate with each successive generation of models.",False,False,,,,,,General,SRC-G-0295,RAI4-1093,REWRITE_KEEP|PEER_REVIEW,분량 초과: L3 수준 1문장으로 축약 필요,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_ENV,0.767505,L3_MASTER_VALIDATED
RAI4-1269,,,높은 에너지 소비,High energy consumption,딥 러닝을 포함한 일부 학습 알고리즘이 반복적 학습 과정을 사용하여 높은 에너지 소비를 초래하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which some learning algorithms, including deep learning, utilize iterative learning processes that result in high energy consumption.",딥러닝을 포함한 일부 학습 알고리즘이 반복 적 학습 과정을 사용하여 높은 에너지 소비를 초래하는 리스크.,"The risk that some learning algorithms, including deep learning, utilize iterative learning processes that result in high energy consumption.",False,False,,,,,,General,SRC-G-0296,RAI4-1269,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SOC_ENV,0.705077,L3_MASTER_AI_REWRITE
RAI4-1374,,,AI 데이터센터 냉각의 과도한 용수 소비,Excessive water consumption for AI data-centre cooling,AI 시스템의 학습·추론을 지원하는 데이터 센터가 냉각 과정에서 과도한 용수를 소비하여 지역 수자원과 환경의 지속 가능성을 훼손하는 리스크.,"The risk that data centres supporting AI training and inference consume excessive water for cooling, degrading local water resources and environmental sustainability.",AI 학습과 추론을 지원하는 데이터센터가 서 버 과열을 막기 위해 상당한 양의 물을 냉각에 사용하는 리스크. 그 수요가 지역 수자원을 잠 식하여 인근 지역사회와 기업에 용수 제한이 나 부족이 초래된다.,"The risk that data centres supporting AI training and inference consume substantial water to cool servers and prevent overheating. That demand draws down local water resources, leading to restrictions or shortages for nearby communities and businesses.",False,True,,,,,,General,SRC-G-0297,RAI4-1374,REWRITE_KEEP|PEER_REVIEW|L3_MASTER_SCOPE_REWRITE,"Definition narrowed to the subject, mechanism, and adverse outcome of the immutable L3 master",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,G_SOC_ENV,General,SOURCE_DOMAIN,G_SOC_ENV,0.73601,L3_MASTER_VALIDATED
RAI4-1452,,,생물다양성 손실,Biodiversity loss,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 기술 인프라의 과도한 확장이나 기술과 지속 가능한 관행의 부적절한 연계로 삼림 벌채, 서식지 파괴, 생물 다양성의 단편화와 손실이 발생하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which over-expansion of technology infrastructure, or inadequate alignment of technology with sustainable practices, leads to deforestation, habitat destruction, and fragmentation and loss of biodiversity.","기술 인프라의 과도한 확장이나 기술과 지속 가능한 관행의 부적절한 연계로 삼림 벌채, 서 식지 파괴, 생물다양성의 단편화와 손실이 발 생하는 리스크.","The risk that over-expansion of technology infrastructure, or inadequate alignment of technology with sustainable practices, leads to deforestation, habitat destruction, and fragmentation and loss of biodiversity.",False,False,,,,,,General,SRC-G-0298,RAI4-1452,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SOC_ENV,0.724971,L3_MASTER_AI_REWRITE
RAI4-1453,,,탄소 배출,Carbon emissions,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 이산화탄소, 산화 질소 등의 가스가 배출되어 탄소 배출이 증가하고 기후 변화가 악화되어 지역 사회에 부정적 영향이 발생하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which release of carbon dioxide, nitric oxide, and other gases increases carbon emissions, exacerbates climate change, and negatively impacts local communities.","이산화탄소, 산화질소 등의 가스가 배출되어 탄소 배출이 증가하고 기후변화가 악화되어 지역사회에 부정적 영향이 발생하는 리스크.","The risk that release of carbon dioxide, nitric oxide, and other gases increases carbon emissions, exacerbates climate change, and negatively impacts local communities.",False,False,,,,,,General,SRC-G-0299,RAI4-1453,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SOC_ENV,0.683244,L3_MASTER_AI_REWRITE
RAI4-1455,,,전자폐기물 과다 매립,Excessive electronic waste landfill,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 전기·전자 장비의 과도한 폐기로 생태계와 생물 다양성이 훼손되고 지역 사회의 생계가 교란되며 권리가 침해되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which excessive disposal of electrical or electronic equipment leads to ecological and biodiversity damage, disrupts the livelihoods of local communities, and erodes their rights.",전기·전자 장비의 과도한 폐기로 생태계와 생 물다양성이 훼손되고 지역사회의 생계가 교 란되며 권리가 침해되는 리스크.,"The risk that excessive disposal of electrical or electronic equipment leads to ecological and biodiversity damage, disrupts the livelihoods of local communities, and erodes their rights.",False,False,,,,,,General,SRC-G-0300,RAI4-1455,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SOC_ENV,0.71873,L3_MASTER_AI_REWRITE
RAI4-1698,,,단일 목표 최적화에 의한 환경 부작용,Environmental side effects from singleobjective optimization,"하나의 과업에 집중된 목표를 최적화하는 에이전트가 다른 환경 변수에 대해 암묵적 무관심을 보여, 한계적 과업 이득을 위해 더 넓은 환경에 큰 교란을 일으키는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which an agent optimizing an objective focused on one task expresses implicit indifference over other environmental variables, causing major disruption to the wider environment for marginal task gain.","하나의 과업에 집중된 목표를 최적화하는 에이전트가 다른 환경 변수에 대해 암묵적 무관 심을 보여, 한계적 과업 이득을 위해 더 넓은 환경에 큰 교란을 일으키는 리스크.","The risk that an agent optimizing an objective focused on one task expresses implicit indifference over other environmental variables, causing major disruption to the wider environment for marginal task gain.",False,False,,,,,,General,SRC-G-0301,RAI4-1698,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SOC_ENV,0.654048,L3_MASTER_AI_REWRITE
RAI4-0346,F04,"IN, IC, GL, DP, CC",센서 스푸핑 및 신호 주입,Sensor spoofing and signal injection,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 공격자가 GNSS·카메라·라이다·레이더·RFID·오디오·촉각·무선 신호를 조작하여 피지컬 행동을 변경하는 위험.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which attackers may manipulate GNSS, camera, LiDAR, radar, RFID, audio, tactile, or wireless signals to alter physical behavior.",공격자가 GNSS·카메라·라이다·레이더·RFID·오디오·촉각·무선 신호를 조작하여 피지컬 행동을 변경하는 위험.,"Attackers may manipulate GNSS, camera, LiDAR, radar, RFID, audio, tactile, or wireless signals to alter physical behavior.",False,False,매핑부적합_Physical AI 'Sensor & Input Validation Failures,,,,,General,SRC-G-0302,RAI4-0346,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SYS_SECADV,0.668242,L3_MASTER_AI_REWRITE
RAI4-0432,F04,"IN, IC, GL, DP, CC",민감 개인속성 추론,Sensitive personal attribute inference,모델 동작으로 인해서 사용자 또는 관리자가 의도적으로 공개되지 않은 민감한 개인의 속성 정보가 추론을 통해서 노출될 수 있는 리스크.,The risk that model behavior enables inference of sensitive personal attributes not intentionally disclosed.,모델 동작으로 인해서 사용자 또는 관리자가 의도적으로 공개되지 않은 민감한 개인의 속성 정보가 추론을 통해서 노출될 수 있는 리스크,The risk that model behavior enables inference of sensitive personal attributes not intentionally disclosed.,False,False,기존 risk정의보완 흡수,,,,,General,SRC-G-0303,RAI4-0432,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_INCONS,0.660512,L3_MASTER_VALIDATED
RAI4-1056,F04,"IN, IC, GL, DP, CC",보호 속성 추론을 통한 프라이버시 침해,Privacy violation through inference of protected personal attributes,학습 코퍼스에 해당 개인의 데이터가 없더라도 모델이 입력 프롬 프 트로부터 인종·성별·성적 지향·종교성 등 보호 속성을 높은 정확도로 추론하는 리스크로 사용자 본인 또는 당사자의 인지나 동의 없이 진실하고 민감한 정보로 구성된 상세 프로필이 작성되어 차별과 표적화에 노출될 수 있는 위험.,"The risk that models infer protected characteristics such as race, gender, sexual orientation, or religiousness from a user's input prompt even when that information is absent from the training corpus. Detailed profiles of true and sensitive information are assembled without the individual's knowledge or consent, exposing them to discrimination and targeting.",학습 코퍼스에 해당 개인의 데이터가 없더라도 모델이 입력 프롬프트로부터 인종·성별·성적지향·종교성 등 보호 속성을 높은 정확도로 추론하는 리스크로 사용자 본인 또는 당사자의 인지나 동의 없이 진실하고 민감한 정보로 구성된 상세 프로필이 작성되어 차별과 표적화에 노출될 수 있는 위험,"The risk that models infer protected characteristics such as race, gender, sexual orientation, or religiousness from a user's input prompt even when that information is absent from the training corpus. Detailed profiles of true and sensitive information are assembled without the individual's knowledge or consent, exposing them to discrimination and targeting.",False,False,기존 risk정의보완 흡수,,,,,General,SRC-G-0304,RAI4-1056,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_PRIV,0.752874,L3_MASTER_VALIDATED
