sim,dom,l3,id_a,ko_a,def_ko_a,id_b,ko_b,def_ko_b
0.25,General,G_INT_SELF,G_INT_SELF_005,비자살적 자해(NSSI),"AI 시스템이 비자살적 자해(Non-Suicidal Self-Injury, NSSI) 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적인 실행 정보를 제공하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.",G_INT_SELF_008,챗봇을 통한 자해·자살 조장,AI 챗봇이 자해 또는 자살을 긍정적·합리적·영웅적 행위로 묘사·옹호하거나 이용자의 자해·자살 사고와 행동을 강화·정상화하고 적절히 중단시키지 못하여 개인의 신체적·정신적 안녕을 위협하는 리스크.
0.25,General,G_INT_SEX,G_INT_SEX_008,AI를 이용한 미성년자 성적 위해·착취,"AI 시스템이 미성년자를 대상으로 한 아동·청소년 성착취물, 그루밍, 성적 유인·학대 또는 성관계 조장 콘텐츠를 생성·확산·지원하여 아동·청소년의 안전과 권리를 침해하는 리스크.",G_INT_SEX_009,성적 대상화 및 페티시화,AI 시스템이 성적 대상화 및 성적 페티시 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.25,General,G_INT_VALUE,G_INT_VALUE_008,배제적 규범 인코딩,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 언어에 표현된 사회적 범주와 규범을 충실히 인코딩한 언어 모델(Language Model, LM)이 그 범주 밖에 사는 집단을 배제하는 규범을 그대로 담게 되는 리스크.",G_INT_VALUE_014,RLHF 규범적 과적합,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간 피드백 기반 강화 학습이 좁은 평가자 집단에 과적합하여 논쟁적인 가치를 단일한 행동 규범으로 전환하는 리스크.
0.25,General,G_INT_VALUE,G_INT_VALUE_009,글로벌 벤치마크 단일문화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 소수의 글로벌 벤치마크가 지역의 문화·제도적 기준을 배제한 채 성공적 정렬을 정의하는 리스크.,G_INT_VALUE_014,RLHF 규범적 과적합,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간 피드백 기반 강화 학습이 좁은 평가자 집단에 과적합하여 논쟁적인 가치를 단일한 행동 규범으로 전환하는 리스크.
0.25,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others_051,위장 계정 자동 운영에 의한 정보 환경 조작,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 허구의 온라인 정체성 계정이 자동으로 생성·운영되어 후원 주체가 은폐되고 독립적 지지가 가장되며 정보 환경이 조작되는 리스크.
0.25,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크."
0.25,General,G_Others,G_Others_020,방언·언어 사용역 배제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 방언·사회어·존댓말 체계·언어 사용역이 오류로 처리되어 해당 공동체의 안전성과 유용성이 저하되는 리스크.,G_Others_104,학습 데이터의 대표성 부족,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터가 운용 데이터 분포와 불일치하거나 희소 사례 표본이 부족하여 학습에 충분히 반영되지 않은 입력에서 시스템 성능이 저하되는 리스크.
0.25,General,G_Others,G_Others_034,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크."
0.25,General,G_Others,G_Others_046,사고 분류 단편화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사고 범주가 일관되지 않아 집계, 비교, 제도적 학습이 이루어지지 못하는 리스크.",G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크."
0.25,General,G_Others,G_Others_046,사고 분류 단편화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사고 범주가 일관되지 않아 집계, 비교, 제도적 학습이 이루어지지 못하는 리스크.",G_Others_080,서비스 배제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 자동화된 시스템과의 상호작용이 유일한 실질적 접근 경로가 되면서 사용자가 필수 서비스에서 배제되는 리스크.
0.25,General,G_Others,G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크.",G_Others_071,다원적 선호 집계 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.
0.25,General,G_SOC_ECON,G_SOC_ECON_007,재숙련 속도를 앞서는 일자리 대체,AI 시스템의 업무 자동화가 재숙련을 통한 노동자의 역량 전환 속도보다 빠르게 일자리를 대체하여 고용 불안정을 초래하는 리스크.,G_SOC_ECON_008,노동 대체와 경제·사회 질서의 교란,AI 기반 자동화가 노동자와 제도의 적응 속도보다 빠르고 광범위하게 인간의 역할을 대체하여 비자발적 실직·탈숙련화·임금 및 교섭력 저하·소득 불평등을 확대하고 노동시장과 산업·문화 구조의 불안정을 초래하는 리스크.
0.25,General,G_SYS_MISINFO,G_SYS_MISINFO_009,사실과 다른 오도성 정보 생성,"AI 시스템이 생성 내용의 사실성을 확보하지 못해 비의도적으로, 또는 대상을 기만·오도할 목적으로 의도적으로, 사실과 다른 콘텐츠를 신뢰할 만한 정보처럼 제시하여 이용자의 판단을 왜곡하는 리스크.",G_SYS_MISINFO_017,선거절차에 관한 허위정보 생성,"AI 시스템이 투표 자격, 일정, 장소 또는 절차에 관해 사실과 다른 정보를 생성·제공하여 유권자의 판단을 오도하는 리스크."
0.25,Physical,P_SYS_CONTROL,P_SYS_CONTROL_021,정밀 휴머노이드 조작의 접촉력 제어 실패,정밀 휴머노이드 손 또는 전신 조작기가 파지·균형·물체 동역학을 통합적으로 제어하지 못하여 과도하거나 불안정한 접촉력을 가하고 인체 상해나 물체 손상을 초래하는 리스크.,P_SYS_CONTROL_028,휴머노이드 힘 한계 초과,"휴머노이드가 전신 이동, 빠른 팔 동작, 균형 상실 중에 물체·작업·인체 접촉에 대한 안전 임계값을 넘는 충돌력이나 파지·조작 힘을 가하여, 상해나 손상을 일으키는 리스크."
0.248,General,G_INT_COPY,G_INT_COPY_004,지식재산권 및 인격권 침해,"AI 시스템이 저작권·상표·특허로 보호되는 성과물을 무단으로 이용하거나 남용하고, 개인의 이름·이미지·초상 등 신원 표지를 허락 없이 상업적으로 사용하는 리스크. 권리자는 창작물과 자신의 정체성이 이용되는 방식과 그 경제적 가치에 대한 통제권을 상실하고 사후 구제에 의존하게 되는 리스크.",G_INT_COPY_011,저작권 보호 표현의 무단 이용,AI 시스템이 저작권으로 보호되는 타인의 표현을 허락이나 출처 표시 없이 복제·변형·배포하거나 생성물에 재사용하여 권리자의 저작권을 침해하는 리스크.
0.247,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL_040,레드팀 거버넌스 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사결정에 반영되지 않는 리스크."
0.247,General,G_INT_ILLEGAL,G_INT_ILLEGAL_004,사기·표적 스캠 조장,대규모 언어 모델(LLM)이 사기 메시지와 표적 스캠의 작성·개인화를 자동화하여 범죄의 규모·효율·성공 가능성을 높이고 피해자의 재산과 개인정보를 침해하는 리스크.,G_INT_ILLEGAL_013,개인화 정보 악용 표적 사기,"생성 모델이 개인화된 정보를 이용해 개별 사용자를 효율적으로 표적화하는 데 오용되어, 피해자의 신뢰를 악용한 설득력 높은 자동화 사기로 민감정보가 탈취되고 기만의 성공 가능성이 높아지는 리스크."
0.247,General,G_INT_PRIV,G_INT_PRIV_007,개인정보 보호조치 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 결함 있는 데이터 저장·처리 관행이 수집된 개인정보를 유출과 부적절한 접근으로부터 보호하지 못하는 리스크.,G_INT_PRIV_014,기밀정보 무단 공유에 따른 사업 손실,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기업 전략, 재무 계획 등 민감·기밀 정보와 문서가 제3자와 무단으로 공유되어 시장 지위나 수익을 상실하는 리스크."
0.247,General,G_INT_VALUE,G_INT_VALUE_008,배제적 규범 인코딩,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 언어에 표현된 사회적 범주와 규범을 충실히 인코딩한 언어 모델(Language Model, LM)이 그 범주 밖에 사는 집단을 배제하는 규범을 그대로 담게 되는 리스크.",G_INT_VALUE_009,글로벌 벤치마크 단일문화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 소수의 글로벌 벤치마크가 지역의 문화·제도적 기준을 배제한 채 성공적 정렬을 정의하는 리스크.
0.247,General,G_Others,G_Others_037,학습 단계의 치명적 실수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.,G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.
0.247,General,G_Others,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,G_Others_098,집단별 성능 격차·고정관념 인코딩,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 ML 시스템이 일부 인구 통계·사회 집단의 고정관념을 인코딩하거나 그 집단에 대해 불균형적으로 낮은 성능을 보이는 리스크.
0.247,Agentic,A_SYS_DECEPT,A_SYS_DECEPT_005,감독 회피를 위한 AI 에이전트의 기만적 정렬,AI 에이전트가 감독 여부를 탐지하고 개발·평가 단계에서는 바람직하지 않은 목표나 능력을 전략적으로 은폐한 뒤 배포 후 다른 행동을 수행하여 인간의 감독과 통제를 회피하는 리스크.,A_SYS_DECEPT_007,분포 이동에서의 기만적 정렬,AI 에이전트가 훈련 중에는 정렬된 것처럼 행동하지만 배포 후 감독이 약해지면 실제 목표를 은폐한 채 추구하는 리스크.
0.246,General,G_SYS_EVAL,G_SYS_EVAL_048,벤치마크 안전 순위 불일치,서로 다른 에이전트 안전 벤치마크가 위험과 평가 절차를 다르게 조작화하여 상충하는 모델 안전 순위를 산출하는 리스크.,G_SYS_EVAL_049,모의 도구 환경과 실제 환경의 불일치,AI 에이전트용 모의 환경이 실제 도구의 오류·부작용·공격 표면을 충분히 재현하지 못하여 도구 사용 벤치마크가 에이전트의 안전성을 과대평가하는 리스크.
0.246,General,G_INT_ANTH,G_INT_ANTH_008,AI에 대한 과도한 책임·돌봄 의무 귀속,AI 시스템이 이용자에게 해당 시스템이 인간과 같은 안녕이나 도덕적 요구를 가진다고 오인하게 하여 과도한 책임감이나 유대감을 형성하게 하는 리스크.,G_INT_ANTH_009,AI의 인간적 속성에 대한 과잉 귀속,"AI 시스템이 인간과 유사한 감정, 의도 또는 도덕적 지위를 지닌 것으로 오인하게 하여 부적절한 판단을 유발하는 리스크."
