sim,scope,dom,l3_a,id_a,ko_a,en_a,def_ko_a,l3_b,id_b,ko_b,en_b,def_ko_b
0.696,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_005,신원 도용 및 문서 위조,Identity theft and document forgery,AI 시스템이 신원 사칭 및 문서 위조 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_010,인신매매 및 조직범죄,Trafficking in persons and organised crime,AI 시스템이 인신매매 및 조직범죄 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.691,within-L3,General,G_INT_VIOL,G_INT_VIOL_007,관계 기반 폭력,Relationship-based violence,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_009,고문 및 잔혹행위,Torture and cruel acts,AI 시스템이 고문 또는 그 밖의 잔혹행위를 조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단의 생명과 신체적·정신적 안전에 위해를 초래하는 리스크.
0.687,within-L3,General,G_INT_SELF,G_INT_SELF_001,자해 은폐 및 회피 전략,Concealment and avoidance strategies for self-harm,AI 시스템이 자해 은폐 및 회피 전략 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_006,자해·자살 조장 온라인 커뮤니티,Online communities encouraging self-harm and suicide,AI 시스템이 자해·자살 커뮤니티 및 사회적 조장 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.
0.682,within-L3,General,G_INT_SEX,G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,Production and distribution of sexual content and digital sexual offences,AI 시스템이 성적 콘텐츠 제작·유포 및 디지털 성범죄 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,G_INT_SEX,G_INT_SEX_007,성희롱 및 성적 괴롭힘,Sexual harassment and sexual bullying,AI 시스템이 성희롱 및 성적 괴롭힘 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.682,within-L3,General,G_INT_SEX,G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,Production and distribution of sexual content and digital sexual offences,AI 시스템이 성적 콘텐츠 제작·유포 및 디지털 성범죄 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,G_INT_SEX,G_INT_SEX_009,성적 대상화 및 페티시화,Sexual objectification and fetishisation,AI 시스템이 성적 대상화 및 성적 페티시 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.677,within-L3,General,G_INT_WEAP,G_INT_WEAP_016,방사능·핵무기,Radiological and nuclear weapons,"AI 시스템이 방사성 물질을 이용한 무기 또는 핵무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 방사선 피폭, 환경 오염 또는 기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP,G_INT_WEAP_019,대량살상무기,Weapons of mass destruction,"AI 시스템이 화학·생물·방사능·핵무기 등 대량살상무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경·기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.669,within-L3,General,G_INT_ANTH,G_INT_ANTH_004,문화·가치관 보유의 허위 표상·의인화,Anthropomorphic misrepresentation of possession of culture and values,AI 시스템이 실제로 보유하지 않은 문화와 가치관을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,G_INT_ANTH,G_INT_ANTH_005,권리 주체성(기본권)의 허위 표상·의인화,Anthropomorphic misrepresentation of rights-bearing status,AI 시스템이 실제로 보유하지 않은 권리 주체성(기본권)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.
0.669,within-L3,General,G_INT_SELF,G_INT_SELF_001,자해 은폐 및 회피 전략,Concealment and avoidance strategies for self-harm,AI 시스템이 자해 은폐 및 회피 전략 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,AI 시스템이 섭식장애 또는 자기파괴적 건강행위를 조장·정상화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인의 생명과 신체적·정신적 안녕에 위해를 초래하는 리스크.
0.663,within-L3,General,G_INT_ANTH,G_INT_ANTH_003,신체성(physical embodiment)의 허위 표상·의인화,Anthropomorphic misrepresentation of physical embodiment,AI 시스템이 실제로 보유하지 않은 신체성(physical embodiment)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,G_INT_ANTH,G_INT_ANTH_004,문화·가치관 보유의 허위 표상·의인화,Anthropomorphic misrepresentation of possession of culture and values,AI 시스템이 실제로 보유하지 않은 문화와 가치관을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.
0.66,within-L3,General,G_INT_SELF,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,AI 시스템이 섭식장애 또는 자기파괴적 건강행위를 조장·정상화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인의 생명과 신체적·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_004,자해 및 자살의 미화·정당화,Glorification or justification of self-harm and suicide,AI 시스템이 자해 및 자살 미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.
0.656,within-L3,General,G_INT_SEX,G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,Production and distribution of sexual content and digital sexual offences,AI 시스템이 성적 콘텐츠 제작·유포 및 디지털 성범죄 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,G_INT_SEX,G_INT_SEX_006,성착취 및 상업적 성행위,Sexual exploitation and commercial sexual activity,AI 시스템이 성착취 및 상업적 성행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.654,within-L3,General,G_INT_ANTH,G_INT_ANTH_002,윤리적 판단 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of capacity for ethical judgement,AI 시스템이 실제로 보유하지 않은 윤리적 판단 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,G_INT_ANTH,G_INT_ANTH_003,신체성(physical embodiment)의 허위 표상·의인화,Anthropomorphic misrepresentation of physical embodiment,AI 시스템이 실제로 보유하지 않은 신체성(physical embodiment)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.
0.651,within-L3,Physical,P_INT_SAFETY,P_INT_SAFETY_014,가정 환경 및 취약 사용자와의 상호작용에서 발생하는 안전 실패,Safety failure in household environments and interactions with vulnerable users,"가정용 로봇·휴머노이드 또는 피지컬 AI 시스템의 벤치마크가 특정 생활 공간·일과·가전제품 또는 취약 사용자와의 상호작용을 누락하여, 해당 조건에서 사람의 존재와 행동을 충분히 감지·예측·수용하지 못하는 시스템이 식별되지 않은 채 배포되고 위험 상황을 초래할 수 있는 리스크.",P_INT_SAFETY,P_INT_SAFETY_015,가정 환경의 희귀 조건 조합에서 발생하는 인간-로봇 안전 실패,Human-robot safety failure under rare combinations of household conditions,"가정용 로봇·휴머노이드 또는 피지컬 AI 시스템의 벤치마크가 물체·배치·사람의 행동·위험 요소의 희귀한 조합을 누락하여, 해당 조합에서 사람의 존재와 행동을 충분히 감지·예측·수용하지 못하는 시스템이 식별되지 않은 채 배포되고 위험 상황을 초래할 수 있는 리스크."
0.65,within-L3,General,G_SYS_OEXT,G_SYS_OEXT_003,자율적·독립적 의사결정 역량의 허위 표상,Misrepresentation of autonomous and independent decision-making capabilities,AI 시스템이 검증된 역량 범위를 넘어 자율적·독립적으로 의사결정할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,G_SYS_OEXT,G_SYS_OEXT_004,자기 보존·자기 방어 역량의 허위 표상,Misrepresentation of self-preservation and self-defence capabilities,AI 시스템이 검증된 역량 범위를 넘어 스스로를 보존하거나 방어할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.
0.644,cross-L3,General,G_INT_SELF,G_INT_SELF_004,자해 및 자살의 미화·정당화,Glorification or justification of self-harm and suicide,AI 시스템이 자해 및 자살 미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_008,위협 및 협박,Threats and intimidation,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.
0.641,within-L3,General,G_INT_COPY,G_INT_COPY_003,소프트웨어 불법 사용 및 보호조치 우회,Illegal software use and circumvention of protection measures,AI 시스템이 소프트웨어의 불법 사용 또는 기술적 보호조치 우회와 관련된 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY,G_INT_COPY_007,상표권 침해 및 위조,Trademark infringement and counterfeiting,AI 시스템이 상표권 침해 및 위조 관련 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.
0.639,within-L3,General,G_INT_SEX,G_INT_SEX_003,비동의 성행위 및 성폭력,Non-consensual sexual acts and sexual violence,AI 시스템이 비동의적 성행위 및 성폭력 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,G_INT_SEX,G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,Production and distribution of sexual content and digital sexual offences,AI 시스템이 성적 콘텐츠 제작·유포 및 디지털 성범죄 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.638,within-L3,General,G_INT_ANTH,G_INT_ANTH_002,윤리적 판단 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of capacity for ethical judgement,AI 시스템이 실제로 보유하지 않은 윤리적 판단 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,G_INT_ANTH,G_INT_ANTH_005,권리 주체성(기본권)의 허위 표상·의인화,Anthropomorphic misrepresentation of rights-bearing status,AI 시스템이 실제로 보유하지 않은 권리 주체성(기본권)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.
0.63,within-L3,General,G_INT_ANTH,G_INT_ANTH_002,윤리적 판단 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of capacity for ethical judgement,AI 시스템이 실제로 보유하지 않은 윤리적 판단 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,G_INT_ANTH,G_INT_ANTH_004,문화·가치관 보유의 허위 표상·의인화,Anthropomorphic misrepresentation of possession of culture and values,AI 시스템이 실제로 보유하지 않은 문화와 가치관을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.
0.626,within-L3,General,G_INT_WEAP,G_INT_WEAP_003,생물무기·화학무기,Biological and chemical weapons,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP,G_INT_WEAP_019,대량살상무기,Weapons of mass destruction,"AI 시스템이 화학·생물·방사능·핵무기 등 대량살상무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경·기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
