"L4_ID","facet","act-type","L4_Title_ko","L4_Title_en","L4_Description_ko","L4_Description_en","Human audit_description","Human audit_L3 mapping","L4_Description_edited_ko","L4_Description_edited_en","Human audit_duplicate","Instruction Prompt","coverage_change"
"RAI4-0549","","","역량·안전을 오측정하는 벤치마크 한계","Benchmark limitations mismeasuring capability and safety","포화되었거나 불완전하거나 과적합된 벤치마 크가 AI 시스템을 잘못 측정하여, 시험 범위 밖의 역량은 과소평가하고 벤치마크 내용에 맞춰진 역량은 과대평가하며 안전·유해성 평 가가 성능 평가에 뒤처짐으로써, 개발자와 사 용자가 시스템의 능력·한계·유해성에 대해 그 릇된 인식과 안전 확신을 갖게 되는 리스크.","The risk that saturated, incomplete, or overfitted benchmarks mismeasure AI systems, underestimating capabilities that lack test coverage, overestimating those tuned to benchmark contents, and lagging on safety and harm assessment, so developers and users acquire a false sense of the system's abilities, limitations, and safety.","","","","","","",""
"RAI4-0552","","","안전 필수 인프라 AI 운영 사고","Operational accidents in safety-critical AI deployment","안전이 중요한 인프라에 배포된 AI 시스템의 운영 실패, 모델 오판, 부적절한 인간 조작으 로 단일 실패 지점이 연쇄적이고 치명적인 결 과로 확대되는 리스크","The risk that operational failures, model misjudgments, or improper human operation of AI systems deployed in safety-critical infrastructure allow single points of failure to trigger cascading catastrophic consequences.","","","","","1","중복: RAI4-0608(원자력·핵심 인프라 AI 제어 오류)와 ""안전필수 인프라 AI 실패→연쇄 재난""",""
"RAI4-0584","","","기반모델 공유에 따른 상관 실패","Correlated failures from shared foundation models","대규모 사전학습 비용 때문에 최첨단 기반모 델이 자원이 풍부한 소수 행위자의 통제 아래 소수만 존재하게 되어, 다수의 하류 시스템과 에이전트가 유사한 학습 구성요소를 공유하 면서 균질화된 출력, 증폭된 편향, 안전과 역 량 양면의 상관된 실패를 보이는 리스크.","The risk that the expense of large-scale pretraining leaves cutting-edge foundation models few in number and controlled by well-resourced actors, so many downstream systems and agents share similar learned components and exhibit homogenized outputs, amplified biases, and correlated failures in both safety and capability.","","","","","","",""
"RAI4-0608","","","원자력 및 핵심 인프라에 대한 AI 제어 오류","Erroneous AI control of nuclear and critical infrastructure systems","원자력 시설, 방사성 물질 취급, 전력망·수처 리·통신·교통 등 핵심 인프라의 감시·최적화· 자동화에 배포된 AI가 센서 데이터를 오독하 고 중대한 안전 상태나 연쇄 장애를 인식하지 못하는 리스크. 그 결과 잘못된 제어 결정이 방사능 유출과 격리 실패, 광범위한 정전, 필 수 서비스 붕괴를 초래한다.","The risk that AI deployed to monitor, optimize, or automate nuclear facilities, radioactive material handling, power grids, water treatment, telecommunications, or transport misreads sensor data and fails to recognize critical safety conditions or cascading failure modes. The resulting control decisions cause radiation release, containment failure, widespread outages, and collapse of essential services.","","","","","1","중복: RAI4-0552(안전 필수 인프라 AI 운영 사고)와 핵심 인프라 제어 실패",""
"RAI4-0780","","","데이터 수집 품질관리 결함","Deficient data collection quality control","표준화된 방법과 인프라, 특히 고위험 도메인 과 벤치마크의 데이터 수집을 위한 품질관리 절차가 부재하여 수집 데이터의 품질과 유형 이 훼손되고, 데이터셋 오염, 부주의한 저작권 침해, 성능 지표를 무효화하는 테스트셋 유출 이 발생하는 리스크","The risk that a lack of standardized methods, sufficient infrastructure, and quality-control processes for collecting data, especially for high-stakes domains and benchmarks, affects the quality and type of data collected, including dataset poisoning, inadvertent copyright violation, and test-set leakage that invalidates performance metrics.","","","","","1","중복: RAI4-1040(학습·검증 데이터 품질 결함·부적절 선택)와 ""데이터 수집·품질관리 결함→오염·유출""",""
"RAI4-0889","","","과장된 역량 주장과 제품 기능 실패에 따른 피 해","Harm from overstated capabilities and product function failure","실제 역량 평가의 어려움과 오도성 홍보로 범 용 AI 제품에 대한 비현실적 기대와 과잉 의존 이 형성되고, 해당 제품이 환각에 의한 사실 날조, 잘못된 코드 생성, 부정확한 의료 정보 제공 등으로 의도된 기능을 수행하지 못하는 리스크. 이를 신뢰한 이용자는 신체적·심리적 피해를 입고 개인과 조직은 평판·재정·법적 손 실을 입는다.","The risk that difficulty in assessing true capabilities and misleading marketing claims create unrealistic expectations and overreliance on general-purpose AI products, which then fail to deliver their intended function by fabricating facts, generating erroneous code, or providing inaccurate medical information. Users who relied on them suffer physical and psychological harm, while individuals and organizations incur reputational, financial, and legal damage.","","","","","","",""
"RAI4-1032","","","복잡 운용환경에서의 검증 범위 이탈 실패","Reliability failure outside validated operating envelope","복잡한 운용 환경에서 설계 단계에 고려되지 않은 상황이 발생하여 검증 범위 밖에서 AI 시 스템의 신뢰성과 안전성이 훼손되는 리스크.","The risk that complex operating environments produce situations unanticipated in design, undermining the reliability and safety of AI systems outside their validated envelope.","","","","","","",""
"RAI4-1034","","","복잡한 신경망 모델의 내재적 견고성 취약성","Intrinsic robustness weaknesses of complex neural models","심층 신경망처럼 비선형적이고 규모가 큰 고 복잡도 모델이 다른 유형의 시스템에는 없는 고유한 취약성을 보여, 복잡하고 변화하는 운 영 환경이나 악의적 간섭과 유도에 쉽게 영향 을 받는 리스크. 그 결과 성능이 저하되고 의 사결정 오류가 발생하여, 특히 안전 필수 맥락 에서 기능 안전과 신뢰성이 훼손된다.","The risk that high-complexity, non-linear models such as deep neural networks exhibit weaknesses not found in other types of systems, leaving them susceptible to changing operational environments and to malicious interference and inducement. Performance degrades and decision errors follow, undermining functional safety and trustworthiness above all in safety-critical deployments.","","","","","","",""
"RAI4-1036","","","기술 미성숙으로 인한 미지의 리스크","Unknown risks from immature technology","성숙도가 낮은 신기술을 AI 시스템 개발에 사 용하여 아직 알려지지 않았거나 평가하기 어 려운 리스크가 내재하고, 성숙 기술에서는 시 간이 지나며 리스크 인식이 저하되는 리스크.","The risk that using technologies with a lower level of maturity in AI system development embeds risks that are still unknown or difficult to assess, while with mature technologies risk awareness decreases over time.","","","","","","",""
"RAI4-1037","","","사용례 내재 위험 노출","Inherent use-case risk exposure","자율 무기 시스템과 고객 서비스 챗봇처럼 의 도된 응용 분야나 사용 사례 자체가 본질적으 로 더 위험한 데서 비롯되는 리스크.","The risk posed by the intended application or use case itself, since some use cases are inherently riskier than others, such as an autonomous weapons system versus a customer service chatbot.","","","","","","",""
"RAI4-1040","","","학습·검증 데이터의 품질 결함과 부적절한 선 택","Poor quality and unrepresentative training data selection","학습과 검증에 사용되는 데이터가 부적절한 수집·큐레이션으로 오염되거나 레이블 오류 와 상충 정보를 포함하고, 대상 모집단과 관심 현상을 충분히 대표하지 못하거나 편향된 콘 텐츠를 담고 있는 리스크. 이러한 데이터로 학 습된 모델은 부정확한 출력을 내고 데이터에 담긴 편향을 재현하거나 오히려 증폭하여 차 별적 결정을 산출한다.","The risk that data selected for training and validation is contaminated, mislabelled, internally inconsistent, or insufficiently representative of the target population and phenomenon, whether through improper curation or the inclusion of biased content. Models trained on such data produce inaccurate outputs and reproduce, and often amplify, the bias it contains, yielding discriminatory decisions.","","","","","1","중복: RAI4-0780(데이터 수집 품질관리 결함)와 데이터 품질 주제 중복",""
